caption,account_name,view_count,source_url,video_url,platform,likes_count,comments_count,timestamp,product_category,product_name,transcript,intended_age_category,intended_spending_category,share_count,video_duration,music_name
"RANGEROVER VOGUE PETROL 3.0 2015
At only ugx 260million
📞0705298524 
#ugandancardealer #luxurycars #tiktokuganda #landrover #rangerover #autobiography #carsforsaleuganda ",lemax__autos,52400,https://www.tiktok.com/@lemax__autos/video/7381419120228568325,https://www.tiktok.com/@lemax__autos/video/7381419120228568325,TikTok,2331,56,,,,,,,69.0,179.0,original sound
"Gle300d & gle450 2020
Starting at ugx 350m ugx 
📞0705298524
#ugandancardealer #luxurycars #mercedes #amg #gle #tiktokuganda ",lemax__autos,51700,https://www.tiktok.com/@lemax__autos/video/7360567133245279494,https://www.tiktok.com/@lemax__autos/video/7360567133245279494,TikTok,2882,20,,,,,,,103.0,38.0,original sound
"The rx450h 2021.
Ugx 180m. 📞0705298524
#ugandancardealer #fyp #luxurycars #lexus ",lemax__autos,51000,https://www.tiktok.com/@lemax__autos/video/7391117404484504838,https://www.tiktok.com/@lemax__autos/video/7391117404484504838,TikTok,2023,55,,,,,,,102.0,128.0,original sound
"Gle400d 2021 
Ugx 480m. 📞0705298524
#ugandancardealer #luxurycars #tiktokuganda #mercedes ",lemax__autos,50900,https://www.tiktok.com/@lemax__autos/video/7402969812886146310,https://www.tiktok.com/@lemax__autos/video/7402969812886146310,TikTok,2389,17,,,,,,,97.0,29.0,original sound
"Very rare Toyota C-HR GR 2020
Ugx 90m
📞0705298524",lemax__autos,49500,https://www.tiktok.com/@lemax__autos/video/7510121371205127430,https://www.tiktok.com/@lemax__autos/video/7510121371205127430,TikTok,1757,22,,,,,,,112.0,53.0,Shake It To The Max (FLY) (Remix)
"Subaru impreza wrx sti 2010 manual
Ugx 85million duty free 

#subaru #sti #wrx #wrxsti #cardealership #uganda ",lemax__autos,48900,https://www.tiktok.com/@lemax__autos/video/7211621533423258886,https://www.tiktok.com/@lemax__autos/video/7211621533423258886,TikTok,1233,15,,,,,,,84.0,39.0,orijinal ses
"PRADO j250 DEISEL 2024
Ugx 385million 
📞0705298524",lemax__autos,46800,https://www.tiktok.com/@lemax__autos/video/7537641062345624888,https://www.tiktok.com/@lemax__autos/video/7537641062345624888,TikTok,2513,44,,,,,,,147.0,74.0,original sound
"This gle evolution is 💯
2018 - 2021
📞0705298524",lemax__autos,45400,https://www.tiktok.com/@lemax__autos/video/7377078040100179205,https://www.tiktok.com/@lemax__autos/video/7377078040100179205,TikTok,2119,18,,,,,,,24.0,35.0,original sound
"A4. Ugx 80-85m 
C200. Ugx 85-90m 
📞0705298524",lemax__autos,45400,https://www.tiktok.com/@lemax__autos/video/7511599725485903110,https://www.tiktok.com/@lemax__autos/video/7511599725485903110,TikTok,2776,64,,,,,,,118.0,241.0,original sound
"I bet this car is built better than an sclass 
📞0705298524
#ugandancardealer #luxurycars #carsforsaleuganda #ugandatiktok #bmw ",lemax__autos,44900,https://www.tiktok.com/@lemax__autos/video/7321636561957833990,https://www.tiktok.com/@lemax__autos/video/7321636561957833990,TikTok,2525,24,,,,,,,47.0,37.0,Summer YoMuthi
"Prado Tx petrol 2022 - zero mileage
Ugx 270m. 📞0705298524
#ugandancardealer #luxurycars #toyota #landcruiser ",lemax__autos,44200,https://www.tiktok.com/@lemax__autos/video/7273887942957862149,https://www.tiktok.com/@lemax__autos/video/7273887942957862149,TikTok,1027,13,,,,,,,85.0,21.0,Work of Art
"Bmw 740i 2016
Ugx 170m. 📞0705298524
#fyp #ugandancardealer #luxurycars #bmw #bmwmotorsport #viral ",lemax__autos,44200,https://www.tiktok.com/@lemax__autos/video/7385803258649922821,https://www.tiktok.com/@lemax__autos/video/7385803258649922821,TikTok,2144,43,,,,,,,43.0,124.0,original sound
"Get this tiguan 2017 at only ugx 85m
With steering parking aid. 📞0705298524
#ugandancardealer #luxurycars #tiktokuganda #vw ",lemax__autos,43500,https://www.tiktok.com/@lemax__autos/video/7367428521511243013,https://www.tiktok.com/@lemax__autos/video/7367428521511243013,TikTok,1448,19,,,,,,,94.0,28.0,original sound
"Theres levels to this 😅
#ugandancardealer #tiktokuganda #mercedes ",lemax__autos,42900,https://www.tiktok.com/@lemax__autos/video/7444822547339726136,https://www.tiktok.com/@lemax__autos/video/7444822547339726136,TikTok,2203,34,,,,,,,90.0,6.0,original sound
"Merc e300 petrol coupe 2017
Ugx 120m. 📞0705298524",lemax__autos,42500,https://www.tiktok.com/@lemax__autos/video/7361141167515274502,https://www.tiktok.com/@lemax__autos/video/7361141167515274502,TikTok,2031,10,,,,,,,63.0,36.0,original sound
"E200 AMGLINE 2016
📞0705298524",lemax__autos,42200,https://www.tiktok.com/@lemax__autos/video/7400683413813939461,https://www.tiktok.com/@lemax__autos/video/7400683413813939461,TikTok,1662,12,,,,,,,48.0,45.0,original sound
"Landcruiser zx lc300 2023
Ugx 550m.  📞0705298524",lemax__autos,42100,https://www.tiktok.com/@lemax__autos/video/7405967374702087430,https://www.tiktok.com/@lemax__autos/video/7405967374702087430,TikTok,1889,13,,,,,,,63.0,33.0,Devils (Veins Slowed Remix)
"Brand new 2024 tesla model Y. 
Ugx 200million. Place your orders today. 📞0705298524

#tesla #modely #teslamodely #electriccar #cybertruck ",lemax__autos,42000,https://www.tiktok.com/@lemax__autos/video/7439430665763867959,https://www.tiktok.com/@lemax__autos/video/7439430665763867959,TikTok,1958,34,,,,,,,126.0,41.0,Emotooka ewomya obulamu
"S500 4matic  2021
256705298524",lemax__autos,41700,https://www.tiktok.com/@lemax__autos/video/7497111638139505926,https://www.tiktok.com/@lemax__autos/video/7497111638139505926,TikTok,1978,27,,,,,,,79.0,34.0,My Darling
"GLE 53 AMG 2020
Sensational 💯",lemax__autos,41400,https://www.tiktok.com/@lemax__autos/video/7366908404293487877,https://www.tiktok.com/@lemax__autos/video/7366908404293487877,TikTok,2047,18,,,,,,,115.0,51.0,original sound
"Replying to @mofasa66 
Such a master piece. 📞0705298524",lemax__autos,41200,https://www.tiktok.com/@lemax__autos/video/7354322898997218565,https://www.tiktok.com/@lemax__autos/video/7354322898997218565,TikTok,1959,37,,,,,,,64.0,51.0,original sound
"Lc200 ZX landcruiser 2020
Ugx 380million. 📞0705298524
#fyp #ugandancardealer #luxurycars #landcruiser ",lemax__autos,40400,https://www.tiktok.com/@lemax__autos/video/7386657242541559046,https://www.tiktok.com/@lemax__autos/video/7386657242541559046,TikTok,1537,29,,,,,,,63.0,115.0,original sound
"Bmw x4 msport 2018
#ugandancardealer #tiktokuganda #bmwmotorsport ",lemax__autos,40300,https://www.tiktok.com/@lemax__autos/video/7472781650393451831,https://www.tiktok.com/@lemax__autos/video/7472781650393451831,TikTok,1723,16,,,,,,,77.0,43.0,som original
"Ml63 AMG 5.5ltr v8 biturbo 2013

📞0705298524
#ugandancardealer #luxurycars #amg ",lemax__autos,39500,https://www.tiktok.com/@lemax__autos/video/7231896208791358726,https://www.tiktok.com/@lemax__autos/video/7231896208791358726,TikTok,1030,19,,,,,,,165.0,29.0,FEEL
"Gle400d diesel 2020
Just in - 📞 0705298524
#ugandancardealer #luxurycars #mercedes ",lemax__autos,39300,https://www.tiktok.com/@lemax__autos/video/7326864969188920582,https://www.tiktok.com/@lemax__autos/video/7326864969188920582,TikTok,1916,20,,,,,,,42.0,29.0,Find Me Here (Blessings Find Me)
"Ford ranger raptor 2023
📞0705298524
#ugandancardealer #luxurycars #ford #raptor #ranger ",lemax__autos,38900,https://www.tiktok.com/@lemax__autos/video/7277480854325251334,https://www.tiktok.com/@lemax__autos/video/7277480854325251334,TikTok,1271,17,,,,,,,42.0,38.0,original sound
"Lc300 zx petrol 2023
Ugx 590million
📞0705298524",lemax__autos,38300,https://www.tiktok.com/@lemax__autos/video/7405135354044353797,https://www.tiktok.com/@lemax__autos/video/7405135354044353797,TikTok,1359,10,,,,,,,46.0,56.0,original sound
"Audi s3 2.0ltr petrol 2021
Ugx 165m. 📞0705298524",lemax__autos,37900,https://www.tiktok.com/@lemax__autos/video/7507500133555260728,https://www.tiktok.com/@lemax__autos/video/7507500133555260728,TikTok,3020,78,,,,,,,135.0,172.0,original sound
"Vogue 3.0 petrol supercharged 2015
Ugx 250m. 📞0705298524
#ugandancardealer #luxurycars #landrover #rangerover #petrol #tiktokuganda ",lemax__autos,37800,https://www.tiktok.com/@lemax__autos/video/7395239100690877701,https://www.tiktok.com/@lemax__autos/video/7395239100690877701,TikTok,1691,37,,,,,,,59.0,120.0,original sound
"Bmw 316i - m3 body kit - 2013
Ugx 80million only 
📞0705298524
#bmw #bmwmotorsport #cardealership #luxurycars #uganda #bmwlife #ugandancardealer #carphotography ",lemax__autos,37800,https://www.tiktok.com/@lemax__autos/video/7217487346114071814,https://www.tiktok.com/@lemax__autos/video/7217487346114071814,TikTok,1304,32,,,,,,,109.0,56.0,original sound
"Nissan NAVARA 2.4 diesel 2020 
Ugx 160million only 
📞0705298524
#nissan #navara #pro4x #offroad #carmods #diesel #carsales",lemax__autos,37700,https://www.tiktok.com/@lemax__autos/video/7490812513848708358,https://www.tiktok.com/@lemax__autos/video/7490812513848708358,TikTok,2933,62,,,,,,,95.0,207.0,original sound
"Glc220d 4matic diesel 2019
Ugx 195m. 📞0705298524",lemax__autos,37700,https://www.tiktok.com/@lemax__autos/video/7530551915873078584,https://www.tiktok.com/@lemax__autos/video/7530551915873078584,TikTok,1623,22,,,,,,,37.0,0.0,Permission by Aaronx
"Defender 2021
📞0705298524",lemax__autos,37200,https://www.tiktok.com/@lemax__autos/video/7485997569194282246,https://www.tiktok.com/@lemax__autos/video/7485997569194282246,TikTok,2333,19,,,,,,,50.0,47.0,original sound
"Toyota Alphard 2.5 petrol 2018
📞0705298524",lemax__autos,36700,https://www.tiktok.com/@lemax__autos/video/7498266779823754551,https://www.tiktok.com/@lemax__autos/video/7498266779823754551,TikTok,1734,22,,,,,,,82.0,59.0,luther
"Vogue 2020 diesel 3.0
Ugx 380m. 📞0705298524",lemax__autos,36400,https://www.tiktok.com/@lemax__autos/video/7470090887847070982,https://www.tiktok.com/@lemax__autos/video/7470090887847070982,TikTok,2617,66,,,,,,,89.0,233.0,original sound
"Audi A6 petrol 2017
#ugandancardealer #luxurycars #audi ",lemax__autos,36200,https://www.tiktok.com/@lemax__autos/video/7264536097990987013,https://www.tiktok.com/@lemax__autos/video/7264536097990987013,TikTok,739,7,,,,,,,76.0,25.0,ULAZI Infinity MusiQ (yey)
"E63s AMG 2019
Ugx 250m. 📞0705298524",lemax__autos,35700,https://www.tiktok.com/@lemax__autos/video/7486345404401929527,https://www.tiktok.com/@lemax__autos/video/7486345404401929527,TikTok,1530,24,,,,,,,72.0,34.0,original sound
"Let’s explore some of our stock
📞256705298524",lemax__autos,34800,https://www.tiktok.com/@lemax__autos/video/7537249871506509062,https://www.tiktok.com/@lemax__autos/video/7537249871506509062,TikTok,2590,68,,,,,,,37.0,79.0,original sound
"Defender 110 v8 petrol 2022
Ugx 600million
📞0705298524",lemax__autos,33900,https://www.tiktok.com/@lemax__autos/video/7506067160540728632,https://www.tiktok.com/@lemax__autos/video/7506067160540728632,TikTok,2277,28,,,,,,,133.0,118.0,original sound
"MERCEDEZ GLE450 PETROL 2019
Country of origin - japan 
At only ugx 380million
📞0705298524 ",lemax__autos,33600,https://www.tiktok.com/@lemax__autos/video/7370430219716447494,https://www.tiktok.com/@lemax__autos/video/7370430219716447494,TikTok,1591,7,,,,,,,51.0,21.0,original sound
Whats your favorite interior setup?,lemax__autos,33500,https://www.tiktok.com/@lemax__autos/video/7412574990412975365,https://www.tiktok.com/@lemax__autos/video/7412574990412975365,TikTok,831,15,,,,,,,20.0,16.0,Ouu wee (brown)
"Lx600 2023 available on sale 
📞0705298524",lemax__autos,33100,https://www.tiktok.com/@lemax__autos/video/7395861015902047493,https://www.tiktok.com/@lemax__autos/video/7395861015902047493,TikTok,1292,14,,,,,,,41.0,23.0,Elijah Kitaka _Dawa_ Trailer
"0-mileage j250 ZX diesel 2024
Ugx 390m. 📞 0705298524
#tiktokuganda🇺🇬🇺🇬🇺🇬 #toyota #landcruiser ",lemax__autos,32700,https://www.tiktok.com/@lemax__autos/video/7548125524124716294,https://www.tiktok.com/@lemax__autos/video/7548125524124716294,TikTok,1940,25,,,,,,,54.0,33.0,Arike
"Bmw x6 petrol 2016
📞0705298524
#ugandancardealer #luxurycars #carsforsaleuganda #bmw ",lemax__autos,32600,https://www.tiktok.com/@lemax__autos/video/7337363567886273797,https://www.tiktok.com/@lemax__autos/video/7337363567886273797,TikTok,1090,11,,,,,,,18.0,32.0,original sound
"BMW xDRIVE35D mSPORT DIESEL 2022
Ugx 499m.  📞0705298524
#ugandancardealer #luxurycars #carsforsaleuganda #ugandatiktok #bmw #msport #x6 #lemaxautos ",lemax__autos,32000,https://www.tiktok.com/@lemax__autos/video/7323276297138932997,https://www.tiktok.com/@lemax__autos/video/7323276297138932997,TikTok,1249,12,,,,,,,42.0,30.0,original sound
"New stock!  
📞0705298524
#ugandancardealer #luxurycars #rangerover #mercedes ",lemax__autos,31000,https://www.tiktok.com/@lemax__autos/video/7291973511038471430,https://www.tiktok.com/@lemax__autos/video/7291973511038471430,TikTok,1371,8,,,,,,,59.0,44.0,original sound
"Audi s3 petrol 2.0 2021
📞0705298524",lemax__autos,30800,https://www.tiktok.com/@lemax__autos/video/7506955677206727992,https://www.tiktok.com/@lemax__autos/video/7506955677206727992,TikTok,1705,21,,,,,,,43.0,15.0,original sound
Appreciation post to an exotic car enthusiast and lemax client @qaizer.collection ,lemax__autos,30600,https://www.tiktok.com/@lemax__autos/video/7290233682206543110,https://www.tiktok.com/@lemax__autos/video/7290233682206543110,TikTok,1374,18,,,,,,,32.0,22.0,City Boys
"E400 coupe 3.0ltr BITURBO petrol 2019.  ugx 160m
📞0705298524 ",lemax__autos,30600,https://www.tiktok.com/@lemax__autos/video/7509378982350032134,https://www.tiktok.com/@lemax__autos/video/7509378982350032134,TikTok,2120,20,,,,,,,84.0,49.0,Wrong Places
"Landcruiser zx 2020
📞0705298524
#ugandancardealer #luxurycars #toyotasupra ",lemax__autos,30400,https://www.tiktok.com/@lemax__autos/video/7350914115071659269,https://www.tiktok.com/@lemax__autos/video/7350914115071659269,TikTok,1511,16,,,,,,,37.0,28.0,munyaga j
"Bmw x6 2022
 📞0705298524",lemax__autos,29700,https://www.tiktok.com/@lemax__autos/video/7400419110959549702,https://www.tiktok.com/@lemax__autos/video/7400419110959549702,TikTok,738,10,,,,,,,28.0,42.0,Bae Bae
"The GR sport diesel 2023
Ugx 550m. 📞0705298524",lemax__autos,29700,https://www.tiktok.com/@lemax__autos/video/7514575894892006661,https://www.tiktok.com/@lemax__autos/video/7514575894892006661,TikTok,1055,14,,,,,,,26.0,0.0,original sound
"Lc300 zx 2023
📞0705298524",lemax__autos,29500,https://www.tiktok.com/@lemax__autos/video/7311643667175968006,https://www.tiktok.com/@lemax__autos/video/7311643667175968006,TikTok,1625,12,,,,,,,41.0,33.0,Babylon
"RR Sport 3.0 petrol supercharged 2016
Ugx 235m. 📞0705298524

#ugandancardealer #luxurycars #tiktokuganda #rangerover ",lemax__autos,29300,https://www.tiktok.com/@lemax__autos/video/7398855647476960517,https://www.tiktok.com/@lemax__autos/video/7398855647476960517,TikTok,992,37,,,,,,,36.0,161.0,original sound
"Nissan gtr Godzilla v6 turbo 2016
Ugx 250m. 📞0705298524",lemax__autos,29100,https://www.tiktok.com/@lemax__autos/video/7504557550428294406,https://www.tiktok.com/@lemax__autos/video/7504557550428294406,TikTok,1759,36,,,,,,,100.0,50.0,original sound
"Rangerover velar diesel 2018.
📞0705298524

#ugandancardealer #luxurycars #rangerover ",lemax__autos,29000,https://www.tiktok.com/@lemax__autos/video/7258296943284161797,https://www.tiktok.com/@lemax__autos/video/7258296943284161797,TikTok,1677,15,,,,,,,72.0,39.0,JERICHO SHILOHS VERSION
"EVOQUE 2020
📞0705298524",lemax__autos,28700,https://www.tiktok.com/@lemax__autos/video/7368573861761256709,https://www.tiktok.com/@lemax__autos/video/7368573861761256709,TikTok,1248,8,,,,,,,25.0,15.0,original sound
Retractable Rear wing on the porsche cayeene 2023. 📞0705298524,lemax__autos,28700,https://www.tiktok.com/@lemax__autos/video/7359260054157135110,https://www.tiktok.com/@lemax__autos/video/7359260054157135110,TikTok,1071,11,,,,,,,49.0,13.0,Originalton
"E300 petrol 2017
📞0705298524",lemax__autos,28500,https://www.tiktok.com/@lemax__autos/video/7473554117600890167,https://www.tiktok.com/@lemax__autos/video/7473554117600890167,TikTok,1440,31,,,,,,,36.0,176.0,original sound
"Vogue p530 petrol 2023
📞0705298524",lemax__autos,28300,https://www.tiktok.com/@lemax__autos/video/7538490760941800710,https://www.tiktok.com/@lemax__autos/video/7538490760941800710,TikTok,1243,18,,,,,,,22.0,0.0,origineel geluid
The Rangerover supercharged v8 evolution 🔥,lemax__autos,28000,https://www.tiktok.com/@lemax__autos/video/7065244555494329606,https://www.tiktok.com/@lemax__autos/video/7065244555494329606,TikTok,487,16,,,,,,,16.0,13.0,original sound
"Wait for the interior 😱
This supercharged v8 is such a powerful ship on wheels 

For all your exotic car needs, 📞0705298524
#ugandancardealer #luxurycars #rangerover #v8power ",lemax__autos,27800,https://www.tiktok.com/@lemax__autos/video/7296424003705556229,https://www.tiktok.com/@lemax__autos/video/7296424003705556229,TikTok,1153,19,,,,,,,48.0,53.0,Consistency
"The lc200 petrol ZX 2017
Ugx 270m. 📞0705298524",lemax__autos,26800,https://www.tiktok.com/@lemax__autos/video/7516815725969886470,https://www.tiktok.com/@lemax__autos/video/7516815725969886470,TikTok,894,9,,,,,,,18.0,0.0,Isaka (6am)
"Merc gle300d 2020
Ugx 370m. 📞 0705298524
#ugandancardealer #luxurycars #carsforsaleuganda #mercedes #gle ",lemax__autos,26700,https://www.tiktok.com/@lemax__autos/video/7325474719107435781,https://www.tiktok.com/@lemax__autos/video/7325474719107435781,TikTok,851,4,,,,,,,18.0,40.0,original sound
"RR sport diesel 3.0 2018
Ugx 320m. 0705298524",lemax__autos,26400,https://www.tiktok.com/@lemax__autos/video/7524601327624768773,https://www.tiktok.com/@lemax__autos/video/7524601327624768773,TikTok,1918,33,,,,,,,33.0,136.0,original sound
"E300 avant-garde 2010- ugx 53m 
📞0705298524
#ugandancardealer #luxurycars #carsforsaleuganda #mercedes ",lemax__autos,26300,https://www.tiktok.com/@lemax__autos/video/7331665574205984006,https://www.tiktok.com/@lemax__autos/video/7331665574205984006,TikTok,691,8,,,,,,,17.0,0.0,Streets
"MERC s320 petrol 2016
Ugx 165m. 📞0705298524

#amg #sclass #mercedes #lemaxautos #tiktokuganda🇺🇬🇺🇬🇺🇬 ",lemax__autos,26300,https://www.tiktok.com/@lemax__autos/video/7479390504078118149,https://www.tiktok.com/@lemax__autos/video/7479390504078118149,TikTok,1191,14,,,,,,,37.0,61.0,KAKANA TUKUTWALEKO
📞 0705298524,lemax__autos,26200,https://www.tiktok.com/@lemax__autos/video/7535351223084469560,https://www.tiktok.com/@lemax__autos/video/7535351223084469560,TikTok,2163,229,,,,,,,63.0,51.0,original sound
"J250 prado 2024 diesel
Ugx 390m. 📞0705298524",lemax__autos,26200,https://www.tiktok.com/@lemax__autos/video/7532559831178267960,https://www.tiktok.com/@lemax__autos/video/7532559831178267960,TikTok,1307,12,,,,,,,46.0,21.0,Hot Body
"Time to upgrade your ml to a GLE 
📞0705298524",lemax__autos,25800,https://www.tiktok.com/@lemax__autos/video/7534975101393964294,https://www.tiktok.com/@lemax__autos/video/7534975101393964294,TikTok,1768,56,,,,,,,59.0,116.0,original sound
"AUDI Q3 1.4T PETROL 2014

At only ugx 90million (ᴄᴏʀʀᴇᴄᴛ ᴀᴛ ᴛɪᴍᴇ ᴏꜰ ᴘᴏꜱᴛɪɴɢ)

____📞0705298524 

ᴘʟᴇᴀꜱᴇ ᴅᴏᴜʙʟᴇ ᴄʜᴇᴄᴋ ʏᴏᴜʀ ʟᴇᴍᴀ𝕩 ᴄᴀʀ ꜱᴛɪᴄᴋᴇʀ ᴀꜰᴛᴇʀ ᴘᴜʀᴄʜᴀꜱᴇ
__________________ #carsales
#cardealership #uganda #audi #q3 #photography ",lemax__autos,25700,https://www.tiktok.com/@lemax__autos/video/7172246601438645509,https://www.tiktok.com/@lemax__autos/video/7172246601438645509,TikTok,258,5,,,,,,,26.0,17.0,M83 Solitude
"What a fine piece of engineering!😎 the p400 autobiography 2023 now available for sale. 📞0705298524
#ugandancardealer #luxurycars #rangerover ",lemax__autos,25700,https://www.tiktok.com/@lemax__autos/video/7353934198652030214,https://www.tiktok.com/@lemax__autos/video/7353934198652030214,TikTok,1067,21,,,,,,,18.0,47.0,GALENZI MWE by PAUL KAFEERO
"Peep that G63 

📞0705298524
#mercedes #ugandancardealer #luxurycars ",lemax__autos,25400,https://www.tiktok.com/@lemax__autos/video/7265267065806687493,https://www.tiktok.com/@lemax__autos/video/7265267065806687493,TikTok,1231,21,,,,,,,40.0,66.0,ULAZI Infinity MusiQ (yey)
"Mercedez Glc220d DEISEL 4matic  2017
📞0705298524",lemax__autos,25000,https://www.tiktok.com/@lemax__autos/video/7485670620429077766,https://www.tiktok.com/@lemax__autos/video/7485670620429077766,TikTok,1236,32,,,,,,,54.0,251.0,original sound
Toyota harrier 2021.  Place your car order today 📞0705298524 #firstinthegame #luxurycars #uganda #trending #carphotography #cardealership,lemax__autos,25000,https://www.tiktok.com/@lemax__autos/video/7063350394558237958,https://www.tiktok.com/@lemax__autos/video/7063350394558237958,TikTok,1322,25,,,,,,,84.0,22.0,original sound
"Gle 350d 2016. Ugx 167million. 
📞0705298524",lemax__autos,24900,https://www.tiktok.com/@lemax__autos/video/7358712068247145733,https://www.tiktok.com/@lemax__autos/video/7358712068247145733,TikTok,682,8,,,,,,,33.0,0.0,original sound
"Volvo xc90 T6 2.0 2015

Only ugx 180m. 📞0705298524
#ugandancardealer #luxurycars #volvo ",lemax__autos,24700,https://www.tiktok.com/@lemax__autos/video/7266854606574046469,https://www.tiktok.com/@lemax__autos/video/7266854606574046469,TikTok,694,10,,,,,,,22.0,29.0,original sound
"Lexus IS350 fsport 2015
That drivers display 💯🔥
📞0705298524
#lexus #fsport #luxurycars #ugandancardealer ",lemax__autos,24700,https://www.tiktok.com/@lemax__autos/video/7301230429212806406,https://www.tiktok.com/@lemax__autos/video/7301230429212806406,TikTok,582,4,,,,,,,53.0,55.0,original sound
"BMW M8 comp 4.4ltr v8 BITURBO 2021
At only ugx 290million (ᴄᴏʀʀᴇᴄᴛ ᴀᴛ ᴛɪᴍᴇ ᴏꜰ ᴘᴏꜱᴛɪɴɢ)
____📞0705298524 ",lemax__autos,24700,https://www.tiktok.com/@lemax__autos/video/7497886779928743223,https://www.tiktok.com/@lemax__autos/video/7497886779928743223,TikTok,1270,18,,,,,,,54.0,51.0,original sound
"Landcruiser v8 petrol 2016.
Ugx 360million.  📞0705298524
#ugandancardealer #toyota #luxurycars #landcruiser ",lemax__autos,24600,https://www.tiktok.com/@lemax__autos/video/7253474958343490822,https://www.tiktok.com/@lemax__autos/video/7253474958343490822,TikTok,737,8,,,,,,,37.0,15.0,original sound
"Lc300 GR 2024.
Ugx 550m. 📞0705298524",lemax__autos,24500,https://www.tiktok.com/@lemax__autos/video/7478782780147633413,https://www.tiktok.com/@lemax__autos/video/7478782780147633413,TikTok,789,11,,,,,,,19.0,0.0,original sound
"Brand new 2023
📞0705298524
#ugandancardealer #luxurycars #mercedes ",lemax__autos,24500,https://www.tiktok.com/@lemax__autos/video/7287110295556820229,https://www.tiktok.com/@lemax__autos/video/7287110295556820229,TikTok,976,16,,,,,,,39.0,21.0,original sound
"The toyota 86 2012. 
Ugx 68m only. 📞0705298524
#ugandancardealer #luxurycars #carsforsaleuganda #toyota #toyota86 #toyotasupra ",lemax__autos,24300,https://www.tiktok.com/@lemax__autos/video/7338500460644437253,https://www.tiktok.com/@lemax__autos/video/7338500460644437253,TikTok,779,8,,,,,,,16.0,0.0,Originalton
"Bmw x6m competition 2024
Ugx 700m 
📞0705298524",lemax__autos,24000,https://www.tiktok.com/@lemax__autos/video/7529828079942864184,https://www.tiktok.com/@lemax__autos/video/7529828079942864184,TikTok,1895,40,,,,,,,81.0,156.0,original sound
"Vogue 3.0 diesel 2020. Ugx 380m 
📞0705298524",lemax__autos,23700,https://www.tiktok.com/@lemax__autos/video/7482697913265556741,https://www.tiktok.com/@lemax__autos/video/7482697913265556741,TikTok,714,12,,,,,,,15.0,0.0,original sound
"Mercedez e300 coupe petrol 2017
📞0705298524
#ugandancardealer #luxurycars #carsforsaleuganda #mercedes #amg ",lemax__autos,23700,https://www.tiktok.com/@lemax__autos/video/7325121151620041989,https://www.tiktok.com/@lemax__autos/video/7325121151620041989,TikTok,1182,8,,,,,,,22.0,40.0,Mr ndze
,lemax__autos,23700,https://www.tiktok.com/@lemax__autos/video/7554005155738389772,https://www.tiktok.com/@lemax__autos/video/7554005155738389772,TikTok,992,16,,,,,,,26.0,0.0,original sound
"Mercedez e klasse 2016

Ugx 160m
📞0705298524
#ugandancardealer #mercedes #amg ",lemax__autos,23600,https://www.tiktok.com/@lemax__autos/video/7252635489151388934,https://www.tiktok.com/@lemax__autos/video/7252635489151388934,TikTok,1108,7,,,,,,,30.0,31.0,original sound
"Bmw 523i 2012 with a 2020 conversion kit 
📞0705298524
#ugandancardealer #luxurycars #bmw #msport #carsforsaleuganda ",lemax__autos,23400,https://www.tiktok.com/@lemax__autos/video/7320535235630779654,https://www.tiktok.com/@lemax__autos/video/7320535235630779654,TikTok,1362,10,,,,,,,15.0,30.0,original sound
"Jaguar fpace petrol 25t 2018
📞0705298524
#ugandancardealer #luxurycars #rangerover #jaguar #fpace ",lemax__autos,23200,https://www.tiktok.com/@lemax__autos/video/7358839000095804677,https://www.tiktok.com/@lemax__autos/video/7358839000095804677,TikTok,1250,7,,,,,,,16.0,23.0,original sound
"1 of 1 LC 500 🇺🇬 5.0 naturally aspirated v8🔥added to  @The Qaizer's Collection 
📞0705298524
#luxurycars #ugandancardealer #",lemax__autos,23000,https://www.tiktok.com/@lemax__autos/video/7306156234535734534,https://www.tiktok.com/@lemax__autos/video/7306156234535734534,TikTok,1407,43,,,,,,,51.0,89.0,original sound
"This how AMGS supposed to drive? 🥶🥶
The sound though💯💯

For all your exotic car needs 
📞0705298524",lemax__autos,23000,https://www.tiktok.com/@lemax__autos/video/7290066570586361093,https://www.tiktok.com/@lemax__autos/video/7290066570586361093,TikTok,869,22,,,,,,,16.0,54.0,original sound
"Glc220d coupe diesel 2016
Ugx 90m. 📞0705298514",lemax__autos,22600,https://www.tiktok.com/@lemax__autos/video/7553253110794243339,https://www.tiktok.com/@lemax__autos/video/7553253110794243339,TikTok,1134,13,,,,,,,102.0,0.0,original sound
"The gle station wagon definately drives better than the gle coupe!  
MERC gle350d 4matic 2017
At only ugx 170m.  📞0705298524
#ugandancardealer #luxurycars #mercedes #amg #gle ",lemax__autos,22300,https://www.tiktok.com/@lemax__autos/video/7362243994123898118,https://www.tiktok.com/@lemax__autos/video/7362243994123898118,TikTok,632,5,,,,,,,48.0,25.0,original sound
"Ugx 115million.  
📞0705298524",lemax__autos,22000,https://www.tiktok.com/@lemax__autos/video/7514196968348945669,https://www.tiktok.com/@lemax__autos/video/7514196968348945669,TikTok,597,5,,,,,,,7.0,0.0,original sound
"Brand new lc300 sahara 2023
Available at lemax. 📞0705298524
#ugandancardealer #luxurycars #toyota ",lemax__autos,21800,https://www.tiktok.com/@lemax__autos/video/7290826662164352262,https://www.tiktok.com/@lemax__autos/video/7290826662164352262,TikTok,591,22,,,,,,,26.0,97.0,original sound
